item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000315,Oxygen_Cylinder,23.7,21.4,67.1,44.5,92,N/A,4425,Crew_Quarters
000316,Asteroid_Sample_Container,16.3,29.4,17,3.3,59,N/A,1529,Lab
000317,Medical_Scanner,19.1,32.7,46.2,14.43,20,12-02-2027,50,Lab
000318,First_Aid_Kit,14.1,11.5,17.4,4.8,65,N/A,75,Crew_Quarters
000319,Antibiotic_Supply,36,19.8,26.3,9.37,45,18-05-2026,2484,Lab
000320,Medical_Scanner,33.3,18,41.8,12.53,97,08-07-2026,62,Lab
000321,Navigation_Module,42.8,34.8,16.8,12.51,85,N/A,985,Cockpit
000322,Circuit_Board,33.8,17.3,45.7,13.36,63,N/A,216,Engineering_Bay
000323,Emergency_Beacon,40.4,23.4,21.5,10.16,5,N/A,2935,Cockpit
000324,Radiation_Shield,28.3,28.2,14.8,5.91,10,N/A,2585,Engineering_Bay
000325,Navigation_Module,11.5,11.8,15.4,1.04,64,N/A,4999,Command_Center
000326,Radiation_Shield,15.8,22.7,17.3,3.1,44,N/A,767,Storage_Bay
000327,Emergency_Beacon,14.6,37.2,25.7,6.98,80,N/A,1992,Cockpit
000328,Pressure_Regulator,14.2,33.5,49.3,11.73,24,N/A,4519,Airlock
000329,First_Aid_Kit,16.2,19.1,26.3,9.7,93,N/A,37,Medical_Bay
000330,Protein_Bars,49.7,47.5,48.7,57.48,68,N/A,2550,Storage_Bay
000331,Medical_Scanner,31,30.4,14.6,6.88,51,29-01-2026,78,Lab
000332,Battery_Pack,39,17.2,33.8,11.34,12,N/A,186,External_Storage
000333,Asteroid_Sample_Container,14,16.8,14,7.1,39,N/A,2103,Storage_Bay
000334,Communication_Device,12.5,41,14.2,3.64,96,N/A,3894,Crew_Quarters
000335,Antibiotic_Supply,47.1,31.2,22.3,16.39,50,15-03-2026,2082,Lab
000336,Radiation_Shield,16.6,34.5,33.8,9.68,58,N/A,653,Engineering_Bay
000337,Lab_Microscope,17.3,18.9,11.9,1.95,82,N/A,3258,Medical_Bay
000338,Fire_Extinguisher,24.6,16.1,28.7,5.68,82,N/A,4775,Engineering_Bay
000339,Handheld_Spectrometer,35.3,30.6,32.4,17.5,69,N/A,1239,Lab
000340,CO2_Scrubber,33.8,44.5,19.8,14.89,77,N/A,748,Life_Support
000341,Waste_Management_Kit,21.1,12.3,22.1,9.9,69,N/A,52,Engineering_Bay
000342,Handheld_Spectrometer,28,16.7,48.9,11.43,15,N/A,980,Lab
000343,Microgravity_Lab_Kit,23.4,22,23.3,1.5,55,N/A,82,Lab
000344,Waste_Management_Kit,18.1,21.3,22.3,7.6,8,N/A,73,Sanitation_Bay
000345,Water_Bottle,29.4,22,25.8,8.34,31,N/A,4460,Storage_Bay
000346,Antibiotic_Supply,32.4,34.6,28,15.69,73,29-08-2025,225,Lab
000347,Laptop,28.2,11.3,33.2,5.29,90,N/A,4290,Crew_Quarters
000348,Seed_Packets,14.8,23.6,17.7,7,77,N/A,49,Greenhouse
000349,Antibiotic_Supply,25.9,46.2,33.2,19.86,66,16-07-2025,2334,Lab
000350,Scientific_Sensor,11.6,23,45.3,6.04,47,N/A,4310,Cockpit
000351,LED_Work_Light,28.4,24.9,17.5,6.19,97,N/A,1410,Maintenance_Bay
000352,3D_Printer,28.6,26.5,29.6,11.22,14,N/A,1297,Engineering_Bay
000353,Asteroid_Sample_Container,21.5,26.9,27.8,4.7,62,N/A,2538,Storage_Bay
000354,Oxygen_Cylinder,26.6,26.4,74.4,35.9,67,N/A,1151,Crew_Quarters
000355,Research_Samples,18.8,25.5,20.8,1.6,77,N/A,3361,Lab
000356,First_Aid_Kit,11.4,22.7,26.8,6.9,9,N/A,11,Crew_Quarters
000357,Lab_Microscope,32.5,10.7,36.1,6.28,80,N/A,4930,Lab
000358,Oxygen_Cylinder,25.3,26.5,53.9,39.3,86,N/A,1850,Airlock
000359,Water_Bottle,23.3,42.6,24.6,12.21,59,N/A,958,Storage_Bay
000360,Protein_Bars,15.2,38.4,41.1,11.99,64,N/A,3124,Crew_Quarters
000361,Tool_Kit,24.4,17.4,10.5,2.5,90,N/A,68,Storage_Bay
000362,Water_Purification_Unit,27.9,47.9,30.8,20.58,92,N/A,2598,Life_Support
000363,Microgravity_Lab_Kit,25.3,16.3,23.9,4.8,43,N/A,89,Crew_Quarters
000364,Navigation_Module,44.7,37.2,39.7,33.01,1,N/A,3926,Cockpit
000365,Seed_Packets,20.8,27.1,20,9,82,N/A,67,Lab
000366,Antibiotic_Supply,22.3,27.9,27.6,8.59,38,23-12-2026,3452,Lab
000367,Emergency_Beacon,46.3,23.6,24.5,13.39,57,N/A,774,Command_Center
000368,Vacuum_Sealed_Tools,27.8,33.7,26.8,12.55,11,N/A,3521,Storage_Bay
000369,Water_Bottle,42.4,31.7,21.7,14.58,46,N/A,594,Crew_Quarters
000370,Microgravity_Lab_Kit,27.5,27.4,24.8,6.6,85,N/A,52,Lab
000371,CO2_Scrubber,35.8,29.8,44.6,23.79,52,N/A,903,Life_Support
000372,LED_Work_Light,31.5,17.4,48.4,13.26,9,N/A,2720,Engineering_Bay
000373,Antibiotic_Supply,12.2,31.9,48.6,9.46,44,19-03-2027,2944,Lab
000374,Waste_Management_Kit,14.7,29.6,13.1,8.3,32,N/A,22,Sanitation_Bay
000375,Medical_Scanner,16.1,11.4,22.1,2.03,63,24-11-2025,43,Lab
000376,Food_Packet,14.1,25.6,23.3,5.6,16,05-06-2026,39,Crew_Quarters
000377,Protein_Bars,36.5,44.1,37.1,29.86,26,N/A,2988,Crew_Quarters
000378,CO2_Scrubber,23.6,31.8,44.1,16.55,96,N/A,581,Life_Support
000379,Solar_Panel,71.2,50.1,1.6,19.9,80,N/A,3938,External_Storage
000380,CO2_Scrubber,47.1,44.6,39.4,41.38,18,N/A,995,Engineering_Bay
000381,Microgravity_Lab_Kit,21.5,24.7,15,3,41,N/A,63,Lab
000382,3D_Printer,13.2,35,31.9,7.37,94,N/A,3325,Engineering_Bay
000383,Vacuum_Sealed_Tools,27,33.9,42.6,19.5,67,N/A,2890,Storage_Bay
000384,Emergency_Oxygen_Mask,42,23.9,26.7,13.4,26,N/A,4142,Medical_Bay
000385,Cooling_System,25.7,13.4,21.2,3.65,63,N/A,4239,Power_Bay
000386,CO2_Scrubber,24.1,28.8,27.8,9.65,66,N/A,224,Life_Support
000387,Emergency_Beacon,24.7,11.3,43.6,6.08,41,N/A,37,Command_Center
000388,Handheld_Spectrometer,11.5,44.6,31.4,8.05,84,N/A,148,Engineering_Bay
000389,Communication_Device,31.1,40.1,16.3,10.16,20,N/A,509,Command_Center
000390,Food_Packet,28.6,26.9,13.7,2.9,24,04-03-2027,30,Crew_Quarters
000391,LED_Work_Light,11.8,36.6,42.2,9.11,16,N/A,3842,Maintenance_Bay
000392,Helmet_Visor,16.2,14.1,46.6,5.32,59,N/A,4140,Crew_Quarters
000393,Emergency_Beacon,37.7,49.2,14.8,13.73,37,N/A,2399,Command_Center
000394,Seed_Packets,23.6,24.1,22.1,7.2,94,N/A,51,Lab
000395,CO2_Scrubber,42.9,44.2,32.2,30.53,40,N/A,868,Engineering_Bay
000396,Lab_Microscope,39.8,32.2,16.3,10.44,99,N/A,3052,Lab
000397,Scientific_Sensor,14.3,37.2,12.6,3.35,78,N/A,2563,Lab
000398,3D_Printer,16.7,29.7,45.2,11.21,65,N/A,657,Engineering_Bay
000399,Research_Samples,17.9,16.2,13.6,4.9,48,N/A,733,Storage_Bay
000400,Helmet_Visor,46.3,16,30.4,11.26,21,N/A,1409,Crew_Quarters
000401,Circuit_Board,26.6,35.5,48.2,22.76,54,N/A,3441,Engineering_Bay
000402,Handheld_Spectrometer,41.2,17.8,31,11.37,45,N/A,753,Engineering_Bay
000403,Medical_Scanner,19.6,37.5,43.6,16.02,59,01-05-2026,14,Medical_Bay
000404,Asteroid_Sample_Container,16.9,20,12.4,7.4,14,N/A,1234,Lab
000405,Thruster_Fuel,45.6,23.4,40.6,21.66,58,N/A,3127,Storage_Bay
000406,Laptop,27.1,45.2,44.4,27.19,59,N/A,4404,Command_Center
000407,LED_Work_Light,45.4,33.6,38.5,29.36,6,N/A,3388,Engineering_Bay
000408,Protein_Bars,39.4,24.7,29.5,14.35,9,N/A,70,Crew_Quarters
000409,Food_Packet,12.9,28.8,23.3,8.8,91,22-02-2027,75,Storage_Bay
000410,Solar_Panel,56.5,67.9,3.9,14.5,86,N/A,376,Power_Bay
000411,3D_Printer,38.3,33.1,22.4,14.2,46,N/A,472,Engineering_Bay
000412,Helmet_Visor,30.1,37.1,23.2,12.95,32,N/A,1711,Storage_Bay
000413,Circuit_Board,23.5,30,20.3,7.16,32,N/A,2291,Engineering_Bay
000414,Vacuum_Sealed_Tools,43.8,43.9,32.3,31.05,32,N/A,4128,Storage_Bay
000415,Pressure_Regulator,45.5,27.8,30.7,19.42,14,N/A,2294,Engineering_Bay
000416,Oxygen_Cylinder,19.2,28,70.5,12.6,64,N/A,4701,Medical_Bay
000417,Waste_Management_Kit,24.5,20.6,16.6,8.4,92,N/A,58,Engineering_Bay
000418,Thruster_Fuel,25.3,49.7,14.9,9.37,23,N/A,2202,Storage_Bay
000419,Laptop,11.9,23.6,49.4,6.94,16,N/A,2016,Command_Center
000420,Microgravity_Lab_Kit,18.2,12.7,24.6,9.6,15,N/A,67,Crew_Quarters
000421,Seed_Packets,22.7,28.5,22.6,3.2,43,N/A,74,Greenhouse
000422,Tether_Reel,37,24.6,16.2,7.37,29,N/A,1332,External_Storage
000423,Protein_Bars,21.3,31.6,46.3,15.58,22,N/A,1159,Crew_Quarters
000424,Seed_Packets,20.3,23.2,24.5,9.9,11,N/A,24,Greenhouse
000425,Food_Packet,15.9,11.9,16.1,4,95,13-06-2026,52,Storage_Bay
000426,LED_Work_Light,30.2,17.7,18.1,4.84,89,N/A,4344,Maintenance_Bay
000427,Oxygen_Cylinder,15.2,23.7,80,10.3,53,N/A,4454,Airlock
000428,Microgravity_Lab_Kit,21.2,10.4,24.4,9.8,14,N/A,82,Crew_Quarters
000429,Emergency_Beacon,12.1,36.7,15.3,3.4,48,N/A,445,Cockpit
000430,Tether_Reel,11.8,44.5,23.9,6.27,29,N/A,3804,Airlock
000431,Fire_Extinguisher,32.6,33.5,36.9,20.15,46,N/A,4045,Crew_Quarters
000432,Emergency_Beacon,20.3,38.6,37.8,14.81,9,N/A,1274,Cockpit
000433,Laptop,33.8,18.4,19.3,6,42,N/A,1216,Command_Center
000434,Navigation_Module,18.5,41,41.2,15.63,91,N/A,2514,Cockpit
000435,Navigation_Module,44,47,46.5,48.08,26,N/A,2334,Cockpit
000436,Radiation_Shield,32.6,20.2,21.3,7.01,84,N/A,647,Engineering_Bay
000437,Microgravity_Lab_Kit,15.2,15.4,16.5,8.5,43,N/A,69,Lab
000438,Fire_Extinguisher,32.9,38.2,43.7,27.46,22,N/A,2022,Engineering_Bay
000439,Battery_Pack,24.3,21,43.2,11.02,18,N/A,236,External_Storage
000440,Solar_Panel,83.8,60.2,1.5,9.6,1,N/A,3707,External_Storage
000441,Battery_Pack,10.9,45.3,17.2,4.25,3,N/A,816,Power_Bay
000442,Asteroid_Sample_Container,11.8,12.2,25.2,2.9,82,N/A,3626,Storage_Bay
000443,Handheld_Spectrometer,42.5,44.8,10.3,9.81,92,N/A,3880,Lab
000444,Solar_Panel,53.8,61.9,2.7,11.5,89,N/A,2106,External_Storage
000445,LED_Work_Light,26,31.8,16.1,6.66,50,N/A,2944,Maintenance_Bay
000446,Protein_Bars,44.8,14.4,33.2,10.71,42,N/A,1535,Crew_Quarters
000447,Battery_Pack,34.6,32.8,45.3,25.71,71,N/A,910,External_Storage
000448,Waste_Management_Kit,28.4,28.2,11,8.7,22,N/A,54,Engineering_Bay
000449,Navigation_Module,14.1,33.8,49.1,11.7,75,N/A,2895,Command_Center
000450,Waste_Management_Kit,15.3,29.6,21.2,5.5,86,N/A,89,Engineering_Bay
000451,Emergency_Oxygen_Mask,20.2,10.8,37.2,4.06,67,N/A,1625,Medical_Bay
000452,Solar_Panel,94,87.7,3.4,7.5,86,N/A,456,External_Storage
000453,Fire_Extinguisher,41.6,10.2,38.4,8.15,11,N/A,4346,Engineering_Bay
000454,Lab_Microscope,33.2,20,48.2,16,92,N/A,3660,Medical_Bay
000455,Tether_Reel,16.7,32.6,46.1,12.55,91,N/A,950,Airlock
000456,Solar_Panel,70.7,70.9,1.2,7.8,70,N/A,3613,External_Storage
000457,Oxygen_Cylinder,19.7,16.7,44.3,44.7,81,N/A,3742,Crew_Quarters
000458,Vacuum_Sealed_Tools,42.8,21.2,26.8,12.16,49,N/A,4843,Maintenance_Bay
000459,3D_Printer,21.6,26,18.6,5.22,50,N/A,449,Engineering_Bay
000460,Lab_Microscope,11.1,38,15.8,3.33,40,N/A,3802,Lab
000461,Emergency_Oxygen_Mask,23.2,48.8,35.7,20.21,77,N/A,26,Medical_Bay
000462,Lab_Microscope,45,39.2,35.8,31.58,73,N/A,2276,Medical_Bay
000463,Handheld_Spectrometer,24.5,34.6,42.9,18.18,94,N/A,2870,Lab
000464,Tether_Reel,41.3,30.4,14.5,9.1,31,N/A,2150,External_Storage
000465,Asteroid_Sample_Container,10.9,22.9,16.6,8.1,7,N/A,4403,Lab
000466,Thruster_Fuel,37.3,19.3,35.2,12.67,48,N/A,4388,Engine_Bay
000467,EV_Suit_Battery,23.1,47.6,27.3,15.01,88,N/A,572,Airlock
000468,Vacuum_Sealed_Tools,23.1,49.5,48.5,27.73,13,N/A,4109,Storage_Bay
000469,Tool_Kit,14.9,18,14.5,1.8,18,N/A,14,Storage_Bay
000470,Navigation_Module,19.7,19.5,33.5,6.43,87,N/A,1828,Command_Center
000471,Medical_Scanner,44.2,49.7,39.9,43.82,98,27-07-2025,8,Medical_Bay
000472,Protein_Bars,34.6,15.1,18.5,4.83,50,N/A,2349,Storage_Bay
000473,Research_Samples,29.2,22.3,17.3,5.9,98,N/A,1032,Storage_Bay
000474,Cooling_System,22.2,19.6,15.9,3.46,1,N/A,648,Power_Bay
000475,Gyroscope_Module,22.1,46.4,21.3,10.92,53,N/A,287,Engineering_Bay
000476,Radiation_Shield,45.9,21.8,34.1,17.06,3,N/A,3177,Engineering_Bay
000477,Navigation_Module,36.5,39.4,40.9,29.41,56,N/A,2231,Command_Center
000478,EV_Suit_Battery,32.2,38.2,36.5,22.45,78,N/A,492,Storage_Bay
000479,Gyroscope_Module,35.5,17.6,14.4,4.5,72,N/A,440,Engineering_Bay
000480,Solar_Panel,41,45.2,3,9.1,90,N/A,500,External_Storage
000481,First_Aid_Kit,18.6,28.7,14.4,10,67,N/A,32,Medical_Bay
000482,Food_Packet,16.2,18.9,17.9,5.8,15,19-07-2026,10,Crew_Quarters
000483,Navigation_Module,24.1,28.7,26.4,9.13,57,N/A,4902,Cockpit
000484,Pressure_Regulator,26.4,34.8,15.2,6.98,90,N/A,3707,Engineering_Bay
000485,Protein_Bars,21.3,33.1,47.1,16.6,89,N/A,1734,Crew_Quarters
000486,Navigation_Module,11.5,14.6,29.7,2.49,65,N/A,3494,Cockpit
000487,Handheld_Spectrometer,41.6,28.6,18.5,11.01,40,N/A,1728,Engineering_Bay
000488,Water_Bottle,12.9,49.6,44,14.08,52,N/A,2973,Storage_Bay
000489,Antibiotic_Supply,33,48.6,40.7,32.64,83,19-07-2025,857,Medical_Bay
000490,Handheld_Spectrometer,49.6,36.1,17.2,15.4,32,N/A,808,Lab
000491,Medical_Scanner,19.7,28.2,37.8,10.5,77,05-02-2026,30,Lab
000492,Water_Bottle,19.7,15.6,43.2,6.64,27,N/A,3959,Storage_Bay
000493,Food_Packet,22.5,23.4,11.3,1.3,65,17-06-2025,25,Crew_Quarters
000494,Lab_Microscope,12.8,40.8,37.4,9.77,73,N/A,309,Medical_Bay
000495,Thruster_Fuel,16.6,19.1,29.1,4.61,67,N/A,846,Storage_Bay
000496,Water_Purification_Unit,19.6,19.6,28.3,5.44,2,N/A,2603,Life_Support
000497,Microgravity_Lab_Kit,16.8,18.3,11.9,6.7,42,N/A,23,Crew_Quarters
000498,Space_Suit,17.3,15.3,14.1,1.87,25,N/A,3154,Storage_Bay
000499,First_Aid_Kit,26.2,13.6,26,8.8,39,N/A,22,Crew_Quarters
000500,Food_Packet,21.5,20.9,11.2,6.9,78,22-02-2027,12,Storage_Bay
000501,Gyroscope_Module,16.3,41.8,21.9,7.46,95,N/A,1825,Cockpit
000502,Fire_Extinguisher,13.2,22.1,38.1,5.56,83,N/A,3823,Engineering_Bay
000503,Oxygen_Cylinder,15.2,23.6,49.1,47.6,31,N/A,42,Crew_Quarters
000504,Communication_Device,16.6,16.8,16.2,2.26,75,N/A,2390,Crew_Quarters
000505,Vacuum_Sealed_Tools,44.7,15.9,16.9,6.01,74,N/A,2318,Maintenance_Bay
000506,Scientific_Sensor,33.6,14.4,14.6,3.53,18,N/A,3658,Cockpit
000507,Asteroid_Sample_Container,19,11.1,12.6,3.2,94,N/A,2492,Lab
000508,CO2_Scrubber,36.1,11.3,17.5,3.57,32,N/A,230,Life_Support
000509,Seed_Packets,23.6,23.7,17.4,9,46,N/A,72,Greenhouse
000510,Water_Bottle,19.6,21.1,19.1,3.95,41,N/A,809,Storage_Bay
000511,Antibiotic_Supply,41.4,36.3,35.6,26.75,39,13-07-2025,4416,Medical_Bay
000512,Navigation_Module,13.6,46.2,30.9,9.71,41,N/A,1865,Command_Center
000513,Antibiotic_Supply,23.1,12.3,35.3,5.01,70,10-11-2026,4785,Lab
000514,Vacuum_Sealed_Tools,42.4,29.2,42.3,26.19,42,N/A,3380,Storage_Bay
000515,Research_Samples,16.2,21.3,16.2,7.5,64,N/A,3520,Lab
000516,Battery_Pack,18.8,16.3,38.7,5.93,16,N/A,236,Power_Bay
000517,Fire_Extinguisher,27.5,20.2,45.6,12.67,20,N/A,3201,Crew_Quarters
000518,Tool_Kit,15.5,22.1,26.5,3.8,47,N/A,58,Storage_Bay
000519,Lab_Microscope,40.5,30.5,20.8,12.85,66,N/A,2228,Lab
000520,Medical_Scanner,35.1,42.5,16.2,12.08,58,13-03-2026,100,Medical_Bay
000521,Research_Samples,17.9,24.7,26.2,3.2,36,N/A,3110,Lab
000522,Tool_Kit,23.6,15.9,19.1,6,8,N/A,20,Maintenance_Bay
000523,Space_Suit,48.3,48.8,40.9,48.2,81,N/A,616,Airlock
000524,First_Aid_Kit,21.1,22.2,27.6,8.6,18,N/A,17,Crew_Quarters
000525,Research_Samples,28.2,26,24.3,7.6,83,N/A,372,Lab
000526,Vacuum_Sealed_Tools,33.2,11.6,33.2,6.39,31,N/A,2052,Maintenance_Bay
000527,Microgravity_Lab_Kit,22.4,15.7,26.6,4.8,64,N/A,96,Lab
000528,Tool_Kit,27.6,22.8,20.5,2.4,96,N/A,53,Storage_Bay
000529,Tool_Kit,15.2,19.8,18.7,6.4,82,N/A,38,Storage_Bay
000530,First_Aid_Kit,13.1,10,14,3.9,54,N/A,59,Medical_Bay
000531,Tether_Reel,18.9,34.6,21.6,7.06,24,N/A,2206,External_Storage
000532,Laptop,31,23.4,46.4,16.83,35,N/A,1756,Command_Center
000533,Navigation_Module,33.5,20.1,20.1,6.77,13,N/A,2008,Command_Center
000534,Antibiotic_Supply,42.5,41.2,19.9,17.42,58,31-01-2027,2641,Lab
000535,Handheld_Spectrometer,11.2,22.9,36.2,4.64,54,N/A,4645,Engineering_Bay
000536,Tool_Kit,20.1,18.9,20.7,7.2,99,N/A,14,Maintenance_Bay
000537,Helmet_Visor,36,39.2,38.8,27.38,98,N/A,599,Crew_Quarters
000538,Emergency_Oxygen_Mask,28,40.1,45.5,25.54,68,N/A,1481,Crew_Quarters
000539,Antibiotic_Supply,23.8,24.7,14.1,4.14,61,16-11-2025,4413,Medical_Bay
000540,Cooling_System,31.7,15.5,32.1,7.89,50,N/A,4341,Power_Bay
000541,Medical_Scanner,48.4,35.9,13.1,11.38,42,27-01-2026,64,Lab
000542,Thruster_Fuel,22,38.2,44.5,18.7,2,N/A,2929,Storage_Bay
000543,Research_Samples,10.6,17,17.5,9.9,54,N/A,1760,Lab
000544,Tool_Kit,17.1,12.8,28.3,6.7,58,N/A,53,Maintenance_Bay
000545,Pressure_Regulator,19,13.7,21.6,2.81,61,N/A,2459,Engineering_Bay
000546,Navigation_Module,36.1,40.5,31.3,22.88,49,N/A,3441,Command_Center
000547,Emergency_Oxygen_Mask,33.6,22.4,19.1,7.19,52,N/A,4019,Medical_Bay
000548,Space_Suit,19.2,16.5,30.3,4.8,1,N/A,3976,Storage_Bay
000549,Waste_Management_Kit,22.6,28.2,25.2,9.1,49,N/A,17,Engineering_Bay
000550,Lab_Microscope,10.5,17.6,49.6,4.58,36,N/A,2109,Medical_Bay
000551,Water_Purification_Unit,25.3,44.8,44.1,24.99,70,N/A,2391,Life_Support
000552,Microgravity_Lab_Kit,19.5,21,13.8,5.3,79,N/A,10,Crew_Quarters
000553,Research_Samples,29.6,15,22.2,6.1,56,N/A,3267,Storage_Bay
000554,Emergency_Oxygen_Mask,21.3,16.2,46.6,8.04,40,N/A,3706,Crew_Quarters
000555,Thruster_Fuel,43.7,15.5,17,5.76,88,N/A,4610,Storage_Bay
000556,Space_Suit,13.2,48.7,28.4,9.13,38,N/A,1005,Storage_Bay
000557,Fire_Extinguisher,16.2,47.1,36.5,13.93,100,N/A,228,Crew_Quarters
000558,EV_Suit_Battery,39.4,32.6,27.3,17.53,77,N/A,363,Storage_Bay
000559,Thruster_Fuel,32.9,44.9,21,15.51,81,N/A,2395,Engine_Bay
000560,Seed_Packets,29.2,20.7,14.6,1.6,94,N/A,79,Lab
000561,Thruster_Fuel,21.7,30.5,22.7,7.51,50,N/A,4576,Storage_Bay
000562,Medical_Scanner,46.7,40.8,20.9,19.91,52,03-04-2027,92,Lab
000563,Tether_Reel,27.6,20.4,13.9,3.91,61,N/A,3750,Airlock
000564,Medical_Scanner,29.7,40.6,20.6,12.42,27,24-02-2027,73,Medical_Bay
000565,Asteroid_Sample_Container,24.3,17.4,26.3,9.2,98,N/A,1781,Lab
000566,Cooling_System,46,24.9,29.2,16.72,85,N/A,1534,Power_Bay
000567,LED_Work_Light,41.8,28.2,48,28.29,16,N/A,643,Engineering_Bay
000568,Protein_Bars,45.4,29.9,49.5,33.6,56,N/A,4389,Storage_Bay
000569,Emergency_Beacon,19,24.1,32,7.33,43,N/A,4057,Command_Center
000570,3D_Printer,18.9,47.4,20.4,9.14,89,N/A,2560,Lab
000571,Waste_Management_Kit,21.2,12.6,20.8,5.6,62,N/A,58,Sanitation_Bay
000572,Thruster_Fuel,44.1,37.4,36.4,30.02,75,N/A,1242,Engine_Bay
000573,Emergency_Beacon,20.4,19.7,12.5,2.51,92,N/A,3892,Cockpit
000574,Water_Purification_Unit,45.4,19,25.3,10.91,3,N/A,4920,Crew_Quarters
000575,First_Aid_Kit,24.9,20.6,24.4,8.5,35,N/A,27,Crew_Quarters
000576,Vacuum_Sealed_Tools,13.7,23,18.8,2.96,87,N/A,3737,Storage_Bay
000577,Oxygen_Cylinder,21.6,24.6,49,29.8,81,N/A,3233,Crew_Quarters
000578,Oxygen_Cylinder,25.9,24.3,60.4,33,73,N/A,2037,Airlock
000579,Space_Suit,32.8,34,28.1,15.67,81,N/A,4610,Storage_Bay
000580,LED_Work_Light,31.1,23.6,36.5,13.39,58,N/A,2628,Maintenance_Bay
000581,Handheld_Spectrometer,10.1,45.1,17.6,4.01,62,N/A,1895,Lab
000582,LED_Work_Light,11.3,23.5,49.9,6.63,11,N/A,1831,Maintenance_Bay
000583,Laptop,35.6,10.4,38.5,7.13,15,N/A,4721,Command_Center
000584,Research_Samples,22.3,28.5,21.8,8.6,34,N/A,4366,Storage_Bay
000585,Emergency_Beacon,41.9,31.8,26.2,17.45,74,N/A,736,Command_Center
000586,Emergency_Oxygen_Mask,21.5,24.8,10.3,2.75,62,N/A,2103,Medical_Bay
000587,Circuit_Board,20.4,20.9,33.8,7.21,75,N/A,3972,Storage_Bay
000588,Emergency_Beacon,14.6,43,29.7,9.32,68,N/A,1044,Cockpit
000589,Water_Bottle,32.5,46.8,42.8,32.55,44,N/A,675,Crew_Quarters
000590,Handheld_Spectrometer,24.4,39.8,39,18.94,83,N/A,4456,Engineering_Bay
000591,Protein_Bars,35.9,25.3,30.8,13.99,64,N/A,3651,Crew_Quarters
000592,Water_Bottle,34.7,48.4,19.1,16.04,73,N/A,915,Crew_Quarters
000593,First_Aid_Kit,29.7,20.6,17.9,9.9,31,N/A,90,Medical_Bay
000594,Tool_Kit,27.5,25.9,14.6,4,23,N/A,22,Maintenance_Bay
000595,Antibiotic_Supply,37.7,16.4,13.9,4.3,44,27-10-2025,1318,Medical_Bay
000596,Food_Packet,10.2,22.5,19.5,6.1,58,24-12-2025,97,Storage_Bay
000597,Battery_Pack,16.3,44.5,17.4,6.31,4,N/A,173,Power_Bay
000598,CO2_Scrubber,22.3,49.8,13.6,7.55,28,N/A,481,Engineering_Bay
000599,Thruster_Fuel,30.6,46.7,11.1,7.93,41,N/A,2954,Storage_Bay
000600,Vacuum_Sealed_Tools,33.6,20.9,42.2,14.82,41,N/A,2667,Storage_Bay
000601,Gyroscope_Module,12,38.2,41,9.4,89,N/A,3124,Cockpit
000602,Oxygen_Cylinder,27.8,21.8,41.7,24.9,70,N/A,4216,Airlock
000603,Laptop,47.1,13.9,35.5,11.62,13,N/A,1414,Crew_Quarters
000604,EV_Suit_Battery,22.9,38.5,20.6,9.08,14,N/A,331,Airlock
000605,Research_Samples,12.2,17,24,1.9,36,N/A,1633,Storage_Bay
000606,Emergency_Beacon,43.7,24.4,29.2,15.57,88,N/A,4084,Command_Center
000607,Antibiotic_Supply,11.5,39.6,48.2,10.98,22,02-06-2025,4806,Lab
000608,Gyroscope_Module,15.5,41,12.5,3.97,9,N/A,1208,Cockpit
000609,Cooling_System,47.5,41.7,34.9,34.56,67,N/A,3388,Power_Bay
000610,Microgravity_Lab_Kit,13.9,18.4,10.6,4.8,20,N/A,100,Crew_Quarters
000611,Gyroscope_Module,27.6,41.1,11.4,6.47,27,N/A,4177,Engineering_Bay
000612,Helmet_Visor,33.2,24.8,37.3,15.36,62,N/A,3303,Storage_Bay
000613,Pressure_Regulator,18.9,30,36.5,10.35,19,N/A,3773,Engineering_Bay
000614,Vacuum_Sealed_Tools,31.8,35.8,24,13.66,36,N/A,3777,Maintenance_Bay
000615,Battery_Pack,37.9,24.3,35.2,16.21,75,N/A,914,External_Storage
000616,Food_Packet,18.2,19.8,15.6,5,55,29-12-2025,44,Crew_Quarters
000617,Helmet_Visor,41,16.4,12,4.03,46,N/A,2470,Storage_Bay
000618,Handheld_Spectrometer,12.9,12.9,28.9,2.4,38,N/A,4224,Lab
000619,Oxygen_Cylinder,21.6,25.2,69.2,43.6,98,N/A,3921,Crew_Quarters
000620,Tool_Kit,10.8,11.3,14.8,4.3,7,N/A,94,Maintenance_Bay
000621,Communication_Device,36.8,43.4,46.2,36.89,53,N/A,959,Crew_Quarters
000622,Space_Suit,45,42.3,34.2,32.55,34,N/A,3253,Storage_Bay
000623,Microgravity_Lab_Kit,29.1,19.5,15,3.2,33,N/A,87,Crew_Quarters
000624,Seed_Packets,15.5,20.7,20.1,8,73,N/A,35,Greenhouse
000625,Laptop,22,21.9,23.1,5.56,85,N/A,601,Crew_Quarters
000626,Asteroid_Sample_Container,13,13.8,19.9,4.9,2,N/A,2783,Storage_Bay
000627,3D_Printer,13.4,27.6,43.9,8.12,45,N/A,3680,Engineering_Bay
000628,Communication_Device,22.8,34.9,14.9,5.93,36,N/A,1489,Crew_Quarters
000629,Antibiotic_Supply,35.5,45.7,37.3,30.26,35,28-09-2025,1162,Medical_Bay
